"Record_Index";"Message_ID";"IMEI";"Date_F";"Time_F";"Project_Version";"ID_Number";"Panel1_bv";"Panel2_bv";"Bridge1_dcv";"Bridge2_dcv";"Bridge1_dcc";"Bridge2_dcc";"Panel_dc1kw";"Panel2_dc1kw";"Status";"Panel_dctotalkw";"R_vol";"Y_vol";"B_vol";"R_curr";"Y_curr";"B_curr";"Frequency";"Phase1_kw";"Phase1_kvar";"Phase1_kva";"Phase2_kw";"Phase2_kvar";"Phase2_kva";"Phase3_kw";"Phase3_kvar";"Phase3_kva";"Bridge11_temp";"Bridge12_temp";"Bridge13_temp";"Bridge21_temp";"Bridge22_temp";"Bridge23_temp";"Cabinet1_temp";"Cabinet2_temp";"Cabinet3_temp";"Inductive1_temp";"Inductive2_temp";"Ambient_temp";"CCU_temp";"Coolingin_temp";"Coolingout_temp";"Active1_energy";"Active2_energy";"Activetotal_energy";"DC1_energy";"DC2_energy";"DCtotal_energy";"Reactive1_energy";"Reactive2_energy";"Reactivetotal_energy";"Capacitive1_energy";"Capacitive2_energy";"Capacitivetotal_energy";"SCB1";"SCB2";"SCB3";"SCB4";"SCB5";"SCB6";"SCB7";"SCB8";"SCB9";"SCB10";"Dummy9";"Dummy10";"Dummy11";"Dummy12";"Dummy13";"Dummy14";"Dummy15";"Dummy16";"Dummy17";"Dummy18";"Dummy19";"Dummy20";"Dummy21";"Dummy22";"Dummy23";"Date_S";"Time_S"
37;"WTWMD";862265073105518;"2026-05-21";"16:01:48";"WTS";"S00001";9.5;1208.6;4.0;"2026-05-21";"16:01:40";722.9;0.4;699.8;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;218.9;0.8;50.5;13.5;11.0;231.4;1235.5;86.0;23.6;210.4;5163.0;15.4;12.4;301.4;1685.7;177.7;25.3;270.3;6204.3;60.0;65.0;51.0;56.0;47.3;35;68;80;72;50;68;0;51;54;47;0;0;0;0;0;0;69;69;39;45;49;35;"51.0";"70.9";"78.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:36:39"
38;"WTWMD";862265073105518;"2026-05-21";"16:02:18";"WTS";"S00001";9.5;1220.4;4.8;"2026-05-21";"16:02:10";590.9;14.9;699.4;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;212.4;0.1;50.6;18.2;11.3;231.4;1235.6;86.0;23.6;210.4;5163.0;18.4;12.4;301.5;1685.1;177.7;25.3;270.3;6204.3;60.0;65.0;51.0;56.0;47.4;35;68;80;72;50;65;0;51;54;47;0;0;0;0;0;0;69;69;39;45;49;35;"51.0";"70.0";"79.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:37:11"
39;"WTWMD";862265073105518;"2026-05-21";"16:02:48";"WTS";"S00001";8.6;1112.9;4.2;"2026-05-21";"16:02:40";299.1;0.5;697.5;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;206.8;0.6;50.6;21.9;11.3;231.4;1235.6;86.0;23.6;210.4;5163.0;21.1;12.4;301.5;1685.1;177.7;25.3;270.3;6204.3;60.0;65.0;51.0;56.0;47.3;35;68;80;72;50;67;0;51;54;47;0;0;0;0;0;0;69;69;39;45;49;35;"51.0";"70.0";"72.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:37:39"
40;"WTWMD";862265073105518;"2026-05-21";"16:03:00";"WTS";"S00001";8.2;1047.9;3.1;"2026-05-21";"16:03:12";268.7;91.8;697.7;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;201.6;1.7;50.6;24.2;11.3;231.4;1235.6;86.0;23.6;210.4;5163.0;22.3;12.4;301.5;1685.1;177.7;25.3;270.3;6204.3;60.0;65.0;51.0;56.0;47.2;35;68;79;72;50;67;0;51;54;47;0;0;0;0;0;0;69;69;39;45;49;35;"52.0";"66.9";"68.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:38:17"
41;"WTWMD";862265073105518;"2026-05-21";"16:03:00";"WTS";"S00001";8.2;1047.9;3.1;"2026-05-21";"16:03:12";268.7;91.8;697.7;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;201.6;1.7;50.6;24.2;11.3;231.4;1235.6;86.0;23.6;210.4;5163.0;22.3;12.4;301.5;1685.1;177.7;25.3;270.3;6204.3;60.0;65.0;51.0;56.0;47.2;35;68;79;72;50;67;0;51;54;47;0;0;0;0;0;0;69;69;39;45;49;35;"52.0";"66.9";"68.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:38:46"
42;"WTWMD";862265073105518;"2026-05-21";"16:04:18";"WTS";"S00001";0.0;0.0;2.1;"2026-05-21";"16:04:10";43.3;63.1;696.9;"RUN";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;210.9;2.7;50.3;26.9;11.3;231.4;1235.6;86.0;23.6;210.4;5163.0;23.6;12.4;301.5;1685.1;177.7;25.3;270.3;6204.3;60.0;65.0;51.0;56.0;47.2;35;68;79;72;50;68;0;51;54;47;0;0;0;0;0;0;70;70;39;45;49;35;"52.0";"66.0";"73.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:39:09"
43;"WTWMD";862265073105518;"2026-05-21";"16:04:48";"WTS";"S00001";8.2;1050.4;2.2;"2026-05-21";"16:04:40";73.8;0.0;696.8;"RUN";66026.0;999.99;455.0;695.0;694.0;671.0;65.0;99.99;204.1;2.9;50.2;27.6;11.3;231.4;1235.6;86.0;23.6;210.4;5163.0;24.2;12.4;301.5;1685.1;177.7;25.3;270.3;6204.3;60.0;64.0;51.0;56.0;47.1;35;68;79;72;50;69;0;51;54;46;0;0;0;0;0;0;70;70;39;45;49;35;"51.0";"65.9";"73.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:39:39"
44;"WTWMD";862265073105518;"2026-05-21";"16:05:18";"WTS";"S00001";8.2;1050.2;3.1;"2026-05-21";"16:05:10";62.4;3.3;697.1;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;216.3;3.7;50.1;28.2;11.3;231.4;1235.6;86.0;23.6;210.4;5163.0;25.2;12.4;301.5;1685.1;177.7;25.3;270.3;6204.3;60.0;64.9;51.0;56.0;47.8;35;68;79;72;50;69;0;51;54;46;0;0;0;0;0;0;70;70;39;45;49;35;"52.0";"71.0";"73.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:40:11"
45;"WTWMD";862265073105518;"2026-05-21";"16:06:18";"WTS";"S00001";8.3;1050.5;3.7;"2026-05-21";"16:06:10";95.7;0.0;697.6;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;206.5;2.9;49.9;28.8;11.3;231.4;1235.6;86.0;23.6;210.4;5163.0;27.2;12.4;301.5;1685.1;177.7;25.3;270.3;6204.3;60.0;64.0;51.0;56.0;47.1;36;68;79;72;50;69;0;51;54;46;0;0;0;0;0;0;70;70;39;45;49;36;"52.0";"67.0";"75.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:41:22"
46;"WTWMD";862265073105518;"2026-05-21";"16:06:52";"WTS";"S00001";8.2;1050.2;3.6;"2026-05-21";"16:06:43";12.6;3.4;696.8;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;200.7;2.9;49.7;29.3;11.3;231.4;1235.6;86.0;23.6;210.4;5163.0;29.0;12.4;301.5;1685.1;177.7;25.3;270.3;6204.3;60.0;64.0;51.0;56.0;47.1;35;68;79;72;49;69;0;51;53;46;0;0;0;0;0;0;70;70;39;45;49;35;"52.0";"70.0";"70.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:41:45"
47;"WTWMD";862265073105518;"2026-05-21";"16:07:18";"WTS";"S00001";8.9;1049.8;3.1;"2026-05-21";"16:07:10";20.1;0.0;697.4;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;216.1;2.9;49.6;29.7;11.3;231.4;1235.6;86.0;23.6;210.4;5163.0;29.7;12.4;301.5;1685.1;177.7;25.3;270.3;6204.3;60.0;64.0;51.0;56.0;47.1;35;68;79;72;49;69;0;51;53;46;0;0;0;0;0;0;70;70;39;45;49;35;"52.0";"69.0";"65.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:42:16"
48;"WTWMD";862265073105518;"2026-05-21";"16:07:48";"WTS";"S00001";8.2;1050.3;3.4;"2026-05-21";"16:07:40";187.2;5.2;699.4;"RUN";99999.9;999.99;455.0;695.0;694.0;671.0;65.0;99.99;210.2;2.8;49.6;30.6;11.3;231.4;1235.6;86.0;23.6;210.4;5163.0;30.6;12.4;301.5;1685.1;177.7;25.3;270.3;6204.3;60.0;64.0;51.0;56.0;47.8;37;68;79;72;49;69;0;51;53;46;0;0;0;0;0;0;70;70;39;45;49;37;"52.0";"65.0";"70.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:42:39"
49;"WTWMD";862265073105518;"2026-05-21";"16:08:18";"WTS";"S00001";8.2;1052.2;3.8;"2026-05-21";"16:08:10";363.4;0.4;701.2;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;203.1;1.9;49.6;31.2;11.3;231.4;1235.6;86.0;23.6;210.4;5163.0;31.9;12.4;301.5;1685.1;177.7;25.3;270.3;6204.3;60.0;64.0;51.0;56.0;47.5;35;68;79;72;49;68;0;51;53;46;0;0;0;0;0;0;70;70;39;45;49;35;"52.0";"67.0";"66.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:43:12"
50;"WTWMD";862265073105518;"2026-05-21";"16:09:18";"WTS";"S00001";8.3;1073.8;4.8;"2026-05-21";"16:09:10";340.6;0.1;701.4;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;212.2;0.8;49.7;36.4;11.3;231.4;1235.6;86.0;23.6;210.4;5163.0;38.9;12.4;301.5;1685.1;177.7;25.3;270.3;6204.3;60.0;65.0;51.0;56.0;47.7;36;68;79;72;49;69;0;51;54;46;0;0;0;0;0;0;70;70;39;45;49;36;"52.0";"72.0";"77.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:44:23"
51;"WTWMD";862265073105518;"2026-05-21";"16:09:52";"WTS";"S00001";8.1;1049.8;5.3;"2026-05-21";"16:09:44";180.2;7.9;699.4;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;206.1;2.0;49.4;38.6;11.3;231.4;1235.6;86.0;23.6;210.4;5163.0;41.0;12.4;301.5;1685.1;177.7;25.3;270.3;6204.3;60.0;65.0;51.0;56.0;47.6;35;68;79;72;49;70;0;51;54;46;0;0;0;0;0;0;70;70;39;45;49;35;"52.0";"70.0";"76.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:44:46"
52;"WTWMD";862265073105518;"2026-05-21";"16:10:18";"WTS";"S00001";8.6;1044.4;4.7;"2026-05-21";"16:10:10";367.4;0.0;701.1;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;201.9;1.7;49.4;39.9;11.3;231.4;1235.6;86.0;23.6;210.4;5163.0;44.7;12.4;301.5;1685.1;177.7;25.3;270.3;6204.3;60.0;65.0;51.0;56.0;47.4;35;68;79;72;49;72;0;51;54;46;0;0;0;0;0;0;70;70;39;45;49;35;"52.0";"68.0";"78.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:45:16"
53;"WTWMD";862265073105518;"2026-05-21";"16:10:48";"WTS";"S00001";8.2;1049.4;3.3;"2026-05-21";"16:10:40";305.5;0.0;701.2;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;216.9;1.5;49.4;41.9;11.3;231.4;1235.6;86.0;23.6;210.4;5163.0;46.6;12.4;301.5;1685.1;177.7;25.3;270.3;6204.3;60.0;65.9;51.0;56.0;47.0;37;68;79;72;49;71;0;51;54;46;0;0;0;0;0;0;70;70;39;45;49;37;"52.0";"66.0";"78.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:45:39"
54;"WTWMD";862265073105518;"2026-05-21";"16:11:18";"WTS";"S00001";8.2;1052.1;4.9;"2026-05-21";"16:11:10";443.5;20.3;701.7;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;210.9;1.2;49.5;43.9;11.3;231.4;1235.6;86.0;23.6;210.4;5163.0;49.3;12.4;301.5;1685.1;177.7;25.3;270.3;6204.3;60.0;65.9;52.0;56.0;47.0;37;68;79;72;49;72;0;51;54;46;0;0;0;0;0;0;71;71;39;45;49;37;"52.0";"70.0";"61.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:46:11"
55;"WTWMD";862265073105518;"2026-05-21";"16:12:18";"WTS";"S00001";8.3;1054.7;4.7;"2026-05-21";"16:12:10";382.8;48.6;700.9;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;201.1;0.7;49.1;48.8;11.6;231.4;1235.6;86.0;23.6;210.4;5163.0;54.3;12.5;301.5;1685.2;177.7;25.3;270.3;6204.3;60.0;65.0;52.0;57.0;47.4;35;68;79;72;49;68;0;51;54;47;0;0;0;0;0;0;70;70;39;45;49;35;"52.0";"73.0";"63.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:47:23"
56;"WTWMD";862265073105518;"2026-05-21";"16:12:52";"WTS";"S00001";8.2;1048.5;3.2;"2026-05-21";"16:12:44";158.5;84.0;700.4;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;214.5;1.9;49.2;51.1;11.6;231.4;1235.6;86.0;23.6;210.4;5163.0;55.9;12.5;301.5;1685.2;177.7;25.3;270.3;6204.3;60.0;65.0;52.0;57.0;47.5;35;68;79;72;49;70;0;51;55;47;0;0;0;0;0;0;70;70;39;45;50;35;"52.0";"67.0";"66.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:47:46"
57;"WTWMD";862265073105518;"2026-05-21";"16:13:18";"WTS";"S00001";8.2;1047.0;2.3;"2026-05-21";"16:13:10";49.3;81.6;698.7;"RUN";66026.0;999.99;455.0;695.0;694.0;671.0;65.0;99.99;209.1;2.9;49.4;52.0;11.6;231.4;1235.6;86.0;23.6;210.4;5163.0;56.3;12.5;301.5;1685.2;177.7;25.3;270.3;6204.3;60.0;65.0;52.0;57.0;47.7;35;68;79;72;49;69;0;51;55;47;0;0;0;0;0;0;70;70;39;45;50;35;"52.0";"72.0";"73.9";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:48:16"
58;"WTWMD";862265073105518;"2026-05-21";"16:13:48";"WTS";"S00001";8.2;1047.3;2.2;"2026-05-21";"16:13:40";0.1;0.0;697.3;"RUN";66026.0;999.99;455.0;695.0;694.0;671.0;65.0;99.99;202.6;3.5;49.3;52.1;11.6;231.4;1235.6;86.0;23.6;210.4;5163.0;56.3;12.5;301.5;1685.2;177.7;25.3;270.3;6204.3;60.0;64.0;52.0;57.0;47.7;35;68;79;72;49;70;0;51;54;47;0;0;0;0;0;0;70;70;39;45;50;35;"52.0";"70.9";"71.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:48:39"
59;"WTWMD";862265073105518;"2026-05-21";"16:14:18";"WTS";"S00001";7.5;982.2;2.6;"2026-05-21";"16:14:10";0.0;0.0;697.4;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;218.0;3.2;49.1;52.1;11.6;231.4;1235.6;86.0;23.6;210.4;5163.0;56.5;12.5;301.5;1685.2;177.7;25.3;270.3;6204.3;60.0;64.0;52.0;57.0;47.1;36;68;79;72;49;70;0;51;54;46;0;0;0;0;0;0;70;70;39;45;50;36;"52.0";"70.0";"70.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:49:11"
60;"WTWMD";862265073105518;"2026-05-21";"16:15:18";"WTS";"S00001";8.3;1046.0;4.2;"2026-05-21";"16:15:10";83.2;7.0;701.2;"RUN";66026.0;999.99;455.0;695.0;694.0;671.0;65.0;99.99;202.4;2.9;49.0;52.5;11.6;231.4;1235.6;86.0;23.6;210.4;5163.0;58.5;12.5;301.5;1685.2;177.7;25.3;270.3;6204.3;60.0;64.0;52.0;57.0;47.9;36;68;79;72;49;71;0;51;52;45;0;0;0;0;0;0;70;70;39;45;50;36;"52.0";"70.0";"65.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:50:22"
61;"WTWMD";862265073105518;"2026-05-21";"16:15:52";"WTS";"S00001";8.2;1047.9;2.4;"2026-05-21";"16:15:43";25.8;33.8;702.2;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;215.8;3.2;49.1;52.9;11.6;231.4;1235.6;86.0;23.6;210.4;5163.0;59.4;12.5;301.5;1685.2;177.7;25.3;270.3;6204.3;60.0;64.0;52.0;57.0;47.9;35;68;79;72;49;71;0;51;52;45;0;0;0;0;0;0;70;70;39;45;50;35;"52.0";"67.9";"65.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:50:45"
62;"WTWMD";862265073105518;"2026-05-21";"16:16:18";"WTS";"S00001";8.2;1053.5;6.4;"2026-05-21";"16:16:10";515.8;5.3;707.1;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;210.6;1.3;49.3;53.8;11.6;231.4;1235.6;86.0;23.6;210.4;5163.0;61.9;12.5;301.5;1685.2;177.7;25.3;270.3;6204.3;60.0;64.9;52.0;57.0;47.2;35;68;79;72;49;67;0;51;52;45;0;0;0;0;0;0;70;70;39;45;50;35;"52.0";"73.0";"70.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:51:16"
63;"WTWMD";862265073105518;"2026-05-21";"16:16:48";"WTS";"S00001";8.2;1054.5;8.5;"2026-05-21";"16:16:40";643.7;3.5;708.2;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;200.7;0.4;49.3;56.7;11.6;231.4;1235.6;86.0;23.6;210.4;5163.0;71.8;12.5;301.5;1685.2;177.7;25.3;270.3;6204.3;60.0;65.0;52.0;57.0;47.6;35;68;79;72;49;69;0;51;53;45;0;0;0;0;0;0;70;70;39;45;50;35;"52.0";"69.0";"66.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:51:39"
64;"WTWMD";862265073105518;"2026-05-21";"16:17:18";"WTS";"S00001";9.4;1213.5;6.3;"2026-05-21";"16:17:10";953.1;0.0;710.4;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;215.2;0.1;49.4;61.9;11.6;231.4;1235.6;86.0;23.6;210.4;5163.0;86.8;12.5;301.5;1685.2;177.7;25.3;270.3;6204.3;60.0;65.0;52.0;57.0;47.2;35;68;79;72;49;71;0;51;53;46;0;0;0;0;0;0;70;70;39;45;50;35;"52.0";"74.9";"84.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:52:11"
65;"WTWMD";862265073105518;"2026-05-21";"16:18:18";"WTS";"S00001";10.7;1393.0;6.3;"2026-05-21";"16:18:10";959.5;0.0;710.6;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;204.2;0.1;49.4;76.5;11.6;231.4;1235.6;86.0;23.6;210.4;5163.0;115.9;12.5;301.5;1685.2;177.7;25.3;270.3;6204.3;60.0;66.9;52.0;57.0;48.1;35;68;80;72;49;68;0;51;53;47;0;0;0;0;0;0;70;70;39;45;50;35;"52.0";"75.0";"86.0";"0.0";"79.9";"81460";"81420";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:53:23"
66;"WTWMD";862265073105518;"2026-05-21";"16:18:52";"WTS";"S00001";10.9;1397.4;8.0;"2026-05-21";"16:18:44";959.6;2.2;708.8;"RUN";99999.9;999.99;455.0;695.0;694.0;671.0;65.0;99.99;218.6;0.3;49.2;85.2;11.6;231.4;1235.6;86.0;23.6;210.4;5163.0;133.2;12.5;301.5;1685.2;177.7;25.3;270.3;6204.3;61.9;67.9;52.0;57.0;47.7;35;69;80;72;49;78;0;51;53;47;0;0;0;0;0;0;70;70;39;45;50;35;"53.0";"68.0";"69.0";"0.0";"79.9";"81460";"81421";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:53:46"
67;"WTWMD";862265073105518;"2026-05-21";"16:19:18";"WTS";"S00001";10.9;1396.9;7.9;"2026-05-21";"16:19:10";996.2;1.5;709.8;"RUN";99999.9;999.99;455.0;695.0;694.0;671.0;65.0;99.99;212.4;0.5;49.1;91.9;11.6;231.4;1235.6;86.0;23.6;210.4;5163.0;142.5;12.5;301.5;1685.2;177.7;25.3;270.3;6204.3;61.0;67.0;52.0;57.0;48.3;35;69;80;73;48;65;0;51;54;48;0;0;0;0;0;0;70;70;39;45;50;35;"53.0";"76.9";"69.0";"0.0";"79.9";"81460";"81421";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:54:20"
68;"WTWMD";862265073105518;"2026-05-21";"16:19:48";"WTS";"S00001";11.2;1430.1;6.4;"2026-05-21";"16:19:40";962.0;21.2;708.6;"RUN";99999.9;999.99;455.0;695.0;694.0;671.0;65.0;99.99;204.9;0.9;49.0;100.0;11.6;231.4;1235.6;86.0;23.6;210.4;5163.0;151.4;12.5;301.5;1685.2;177.7;25.3;270.3;6204.3;61.0;67.9;52.0;57.0;47.3;36;68;80;73;48;76;0;51;54;48;0;0;0;0;0;0;70;70;39;45;50;36;"53.0";"71.0";"66.0";"0.0";"79.9";"81460";"81421";"81172";"81137";"81051";"80520";"0";"67693";"79387";"67693";"2026-05-21";"03:54:39"
69;"WTWMD";862265073105518;"2026-05-21";"16:20:18";"WTS";"S00001";10.7;1382.7;6.5;"2026-05-21";"16:20:10";667.5;16.6;707.0;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;200.2;0.3;49.9;106.9;11.6;231.4;1235.6;86.0;23.6;210.4;5163.0;156.8;12.5;301.5;1685.2;177.7;25.3;270.3;6204.3;61.0;67.0;52.0;57.0;47.3;35;68;80;73;48;70;0;51;54;48;0;0;0;0;0;0;70;70;39;45;50;35;"53.0";"72.0";"65.0";"0.0";"79.9";"81460";"81421";"81172";"81137";"81051";"80520";"0";"67693";"79388";"67693";"2026-05-21";"03:55:12"
70;"WTWMD";862265073105518;"2026-05-21";"16:21:18";"WTS";"S00001";8.3;1067.2;5.2;"2026-05-21";"16:21:10";648.9;0.0;706.2;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;209.6;0.2;49.7;115.8;11.6;231.4;1235.6;86.0;23.6;210.4;5163.0;168.2;12.5;301.5;1685.2;177.7;25.3;270.3;6204.3;61.0;67.0;52.0;57.0;47.8;36;66;79;72;48;78;0;51;54;48;0;0;0;0;0;0;70;70;39;45;50;36;"53.0";"71.0";"85.0";"0.0";"79.9";"81460";"81421";"81172";"81137";"81051";"80520";"0";"67693";"79388";"67693";"2026-05-21";"03:56:23"
71;"WTWMD";862265073105518;"2026-05-21";"16:21:52";"WTS";"S00001";9.0;1164.0;7.5;"2026-05-21";"16:21:44";731.2;10.8;707.9;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;203.5;0.2;49.7;120.8;11.6;231.4;1235.6;86.0;23.6;210.4;5163.0;179.6;12.5;301.5;1685.2;177.7;25.3;270.3;6204.3;61.0;67.0;52.0;57.0;47.4;35;65;78;72;48;77;0;51;55;48;0;0;0;0;0;0;70;70;39;45;50;35;"53.0";"73.0";"66.0";"0.0";"79.9";"81460";"81421";"81172";"81137";"81051";"80520";"0";"67693";"79388";"67693";"2026-05-21";"03:56:46"
72;"WTWMD";862265073105518;"2026-05-21";"16:22:18";"WTS";"S00001";9.5;1233.3;7.6;"2026-05-21";"16:22:10";863.8;10.7;709.4;"RUN";490.0;490.0;455.0;695.0;694.0;671.0;65.0;99.99;216.9;0.3;49.6;125.5;11.1;231.5;1235.7;86.0;23.6;210.4;5163.0;191.4;12.6;301.6;1685.3;177.7;25.3;270.3;6204.3;61.0;67.0;52.0;57.0;47.0;35;63;78;72;48;76;0;51;55;48;0;0;0;0;0;0;70;70;39;45;50;35;"53.0";"74.0";"76.0";"0.0";"79.9";"81460";"81421";"81172";"81137";"81051";"80520";"0";"67693";"79388";"67693";"2026-05-21";"03:57:16"
73;"WTWMD";862265073105518;"2026-05-21";"16:22:48";"WTS";"S00001";10.6;1352.9;7.1;"2026-05-21";"16:22:40";1020.3;22.9;709.3;"RUN";99999.9;999.99;455.0;695.0;694.0;671.0;65.0;99.99;213.4;0.2;49.6;132.5;11.1;231.5;1235.7;86.0;23.6;210.4;5163.0;203.1;12.6;301.6;1685.3;177.7;25.3;270.3;6204.3;62.0;67.0;52.0;57.0;47.3;35;62;77;73;48;70;0;51;55;48;0;0;0;0;0;0;70;70;39;45;50;35;"53.0";"72.0";"86.0";"0.0";"79.9";"81460";"81421";"81172";"81137";"81051";"80520";"0";"67693";"79388";"67693";"2026-05-21";"03:57:39"
74;"WTWMD";862265073105518;"2026-05-21";"16:24:18";"WTS";"S00001";0.0;0.0;6.3;"2026-05-21";"16:24:10";799.2;13.1;707.6;"RUN";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;215.5;0.5;49.0;155.6;11.1;231.5;1235.7;86.0;23.6;210.4;5163.0;223.9;12.6;301.6;1685.3;177.7;25.3;270.3;6204.3;61.0;68.0;52.0;57.0;47.5;35;60;77;71;48;79;0;51;55;49;0;0;0;0;0;0;71;71;39;45;50;35;"53.0";"70.9";"84.0";"0.0";"79.9";"81460";"81421";"81172";"81137";"81051";"80520";"0";"67693";"79388";"67693";"2026-05-21";"03:59:09"
